satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1,3,2,4,2,3,E_1027,3,Non,18 %,1027,27,F,4227,Marié(e),Consulting,Tech Lead,0,80,4,3,2,Non,1,2,1,2,4,Infra & Cloud,Y,Occasionnel,2,2
2,3,1,4,1,2,E_1028,4,Non,20 %,1028,35,M,3917,Divorcé(e),Consulting,Consultant,1,80,3,3,2,Non,1,4,1,10,3,Autre,Y,Occasionnel,1,2
4,3,5,3,2,4,E_1029,3,Non,13 %,1029,42,M,18303,Marié(e),Commercial,Senior Manager,6,80,21,1,0,Non,0,3,1,5,2,Marketing,Y,Occasionnel,0,0
1,3,1,4,2,3,E_1030,3,Non,18 %,1030,50,M,2380,Marié(e),Consulting,Consultant,4,80,8,1,0,Non,0,5,1,9,3,Infra & Cloud,Y,Occasionnel,0,0
3,2,4,4,1,3,E_1032,3,Oui,13 %,1032,59,F,13726,Célibataire,Consulting,Tech Lead,3,80,30,5,3,Non,0,4,1,2,3,Infra & Cloud,Y,Occasionnel,4,3
1,1,2,2,1,1,E_1033,3,Non,15 %,1033,37,F,4777,Marié(e),Consulting,Manager,5,80,15,1,0,Oui,0,2,1,11,2,Transformation Digitale,Y,Occasionnel,0,0
3,3,2,2,4,3,E_1034,3,Oui,14 %,1034,55,M,6385,Marié(e),Consulting,Manager,3,80,17,8,7,Non,2,3,1,18,4,Transformation Digitale,Y,Frequent,6,7
2,1,5,3,2,3,E_1035,4,Non,22 %,1035,41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,80,21,21,16,Non,2,3,1,7,1,Infra & Cloud,Y,Aucun,5,10
2,3,2,4,3,3,E_1036,3,Oui,12 %,1036,38,M,6861,Célibataire,Commercial,Cadre Commercial,8,80,19,1,0,Non,0,1,1,3,4,Infra & Cloud,Y,Occasionnel,0,0
2,1,2,1,4,3,E_1037,3,Non,18 %,1037,26,M,4969,Célibataire,Commercial,Cadre Commercial,8,80,7,2,2,Oui,0,6,1,29,2,Transformation Digitale,Y,Aucun,2,2
1,1,5,4,4,3,E_1038,3,Non,15 %,1038,52,F,19845,Marié(e),Commercial,Senior Manager,1,80,33,32,14,Oui,1,3,1,2,1,Marketing,Y,Occasionnel,6,9
4,4,4,4,3,3,E_1039,3,Oui,18 %,1039,44,F,13320,Marié(e),Commercial,Cadre Commercial,3,80,23,12,11,Non,1,2,1,28,3,Transformation Digitale,Y,Occasionnel,11,11
4,3,2,3,1,3,E_1040,3,Non,12 %,1040,50,F,6347,Marié(e),Commercial,Cadre Commercial,0,80,19,18,7,Non,1,3,1,1,3,Infra & Cloud,Y,Aucun,0,13
3,4,1,1,3,3,E_1042,3,Non,16 %,1042,36,F,2743,Célibataire,Consulting,Consultant,1,80,18,17,13,Oui,0,1,1,16,4,Infra & Cloud,Y,Occasionnel,15,14
4,3,3,1,3,3,E_1043,3,Oui,13 %,1043,39,F,10880,Célibataire,Consulting,Tech Lead,1,80,21,21,6,Non,0,2,1,22,3,Transformation Digitale,Y,Frequent,2,8
2,2,1,4,4,2,E_1044,3,Non,19 %,1044,33,F,2342,Célibataire,Commercial,Représentant Commercial,0,80,3,2,2,Non,0,2,1,8,1,Infra & Cloud,Y,Aucun,2,2
4,3,4,4,2,4,E_1045,3,Non,13 %,1045,45,F,17650,Marié(e),Commercial,Senior Manager,3,80,26,9,3,Non,1,4,1,11,2,Infra & Cloud,Y,Occasionnel,1,1
4,3,1,3,2,3,E_1046,3,Non,12 %,1046,32,F,4025,Célibataire,Consulting,Consultant,9,80,10,8,7,Non,0,2,1,29,4,Transformation Digitale,Y,Aucun,7,7
2,4,2,4,4,2,E_1047,3,Non,11 %,1047,34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,80,16,15,1,Non,1,2,1,1,4,Marketing,Y,Occasionnel,0,9
2,3,3,4,3,1,E_1048,3,Oui,14 %,1048,59,M,11904,Marié(e),Commercial,Senior Manager,3,80,14,6,4,Non,1,1,1,1,2,Entrepreunariat,Y,Occasionnel,0,4
2,3,1,2,1,3,E_1049,3,Non,16 %,1049,45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,6,3,Non,0,3,1,24,4,Transformation Digitale,Y,Occasionnel,0,4
3,2,3,2,1,3,E_1050,3,Non,12 %,1050,53,F,7525,Marié(e),Commercial,Cadre Commercial,2,80,30,15,7,Non,1,2,1,2,3,Marketing,Y,Frequent,6,12
1,3,2,3,2,2,E_1052,3,Non,14 %,1052,36,M,4834,Divorcé(e),Consulting,Consultant,7,80,9,1,0,Oui,1,3,1,15,3,Autre,Y,Occasionnel,0,0
1,3,1,1,2,3,E_1053,3,Oui,14 %,1053,26,M,2042,Marié(e),Consulting,Assistant de Direction,6,80,6,3,2,Oui,1,2,1,2,3,Infra & Cloud,Y,Frequent,1,2
3,3,1,3,4,3,E_1055,3,Oui,19 %,1055,34,F,2220,Marié(e),Commercial,Représentant Commercial,1,80,1,1,1,Non,1,2,1,10,4,Infra & Cloud,Y,Occasionnel,0,0
4,3,1,2,2,3,E_1056,4,Non,22 %,1056,28,M,1052,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,Non,0,5,1,10,1,Transformation Digitale,Y,Occasionnel,0,0
3,3,1,3,1,3,E_1060,3,Non,16 %,1060,38,M,2821,Marié(e),Consulting,Assistant de Direction,3,80,8,2,2,Non,1,2,1,3,4,Autre,Y,Frequent,2,2
2,3,5,3,4,2,E_1061,3,Oui,11 %,1061,50,M,19237,Marié(e),Consulting,Directeur Technique,2,80,29,8,1,Non,1,2,1,2,4,Transformation Digitale,Y,Occasionnel,7,7
4,3,2,2,1,2,E_1062,3,Non,15 %,1062,37,F,4107,Célibataire,Consulting,Manager,3,80,8,4,3,Non,0,3,1,3,3,Autre,Y,Occasionnel,0,1
3,3,2,1,2,2,E_1066,3,Non,14 %,1066,40,M,8396,Marié(e),Commercial,Cadre Commercial,1,80,8,7,7,Non,1,3,1,26,3,Marketing,Y,Occasionnel,7,5
1,2,1,3,3,3,E_1068,3,Non,13 %,1068,26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,2,5,1,1,1,Transformation Digitale,Y,Frequent,1,3
4,3,5,4,4,3,E_1069,3,Non,17 %,1069,46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,80,23,2,2,Non,2,0,1,1,4,Transformation Digitale,Y,Occasionnel,2,2
3,2,3,3,2,3,E_1070,3,Non,11 %,1070,54,F,10686,Marié(e),Commercial,Cadre Commercial,6,80,13,9,4,Non,1,4,1,2,4,Infra & Cloud,Y,Occasionnel,7,0
1,3,1,3,2,3,E_1071,3,Non,19 %,1071,56,F,2942,Marié(e),Consulting,Assistant de Direction,2,80,18,5,4,Non,1,4,1,9,3,Transformation Digitale,Y,Frequent,0,3
4,2,3,4,2,2,E_1073,3,Non,11 %,1073,36,F,8858,Célibataire,Consulting,Tech Lead,0,80,15,14,8,Non,0,2,1,12,5,Transformation Digitale,Y,Occasionnel,7,8
3,2,4,1,2,4,E_1074,3,Non,15 %,1074,55,M,16756,Célibataire,Consulting,Senior Manager,7,80,31,9,7,Non,0,3,1,2,1,Transformation Digitale,Y,Aucun,6,2
3,2,3,4,3,3,E_1076,3,Non,13 %,1076,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,80,18,1,0,Non,1,5,1,25,3,Transformation Digitale,Y,Occasionnel,0,0
4,3,1,4,2,3,E_1077,3,Oui,14 %,1077,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Oui,0,3,1,9,3,Marketing,Y,Frequent,0,2
3,2,1,1,1,2,E_1079,3,Non,13 %,1079,21,F,1416,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,6,1,10,3,Infra & Cloud,Y,Occasionnel,1,0
4,2,2,1,1,3,E_1080,4,Oui,23 %,1080,46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,80,19,16,13,Non,3,2,1,8,4,Infra & Cloud,Y,Occasionnel,1,7
1,3,1,3,3,4,E_1081,3,Oui,12 %,1081,51,M,2461,Marié(e),Consulting,Assistant de Direction,9,80,18,10,0,Oui,3,2,1,4,4,Infra & Cloud,Y,Occasionnel,2,7
2,2,3,1,1,2,E_1082,3,Non,12 %,1082,28,M,8722,Célibataire,Consulting,Manager,1,80,10,10,7,Oui,0,2,1,24,2,Entrepreunariat,Y,Aucun,1,9
1,2,1,1,1,3,E_1083,3,Non,16 %,1083,26,M,3955,Marié(e),Consulting,Consultant,1,80,6,5,3,Non,2,2,1,1,2,Transformation Digitale,Y,Occasionnel,1,3
3,3,2,1,3,2,E_1084,3,Non,15 %,1084,30,M,9957,Marié(e),Consulting,Tech Lead,0,80,7,6,2,Non,1,1,1,20,3,Autre,Y,Occasionnel,0,2
2,4,1,3,3,3,E_1085,3,Non,13 %,1085,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,80,10,10,6,Non,0,3,1,7,2,Entrepreunariat,Y,Occasionnel,0,8
3,2,3,3,1,2,E_1088,3,Non,18 %,1088,38,F,8823,Marié(e),Consulting,Manager,0,80,20,19,9,Non,1,4,1,17,1,Infra & Cloud,Y,Occasionnel,1,9
1,3,3,4,4,3,E_1092,4,Non,20 %,1092,40,M,10322,Marié(e),Consulting,Manager,4,80,14,11,10,Non,1,6,1,20,4,Entrepreunariat,Y,Occasionnel,11,1
1,1,1,3,4,3,E_1094,3,Non,19 %,1094,27,M,4621,Marié(e),Consulting,Consultant,1,80,3,3,2,Non,3,4,1,8,5,Infra & Cloud,Y,Aucun,1,2
4,3,3,2,2,3,E_1096,3,Non,18 %,1096,55,M,10976,Marié(e),Consulting,Tech Lead,3,80,23,3,2,Non,1,4,1,2,1,Infra & Cloud,Y,Frequent,1,2
3,3,2,3,4,4,E_1097,3,Non,13 %,1097,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,80,10,8,7,Non,0,4,1,10,3,Autre,Y,Occasionnel,1,7
2,2,3,1,4,3,E_1098,3,Non,14 %,1098,44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,80,24,20,6,Oui,1,1,1,1,2,Transformation Digitale,Y,Occasionnel,3,6
4,2,3,4,3,3,E_1099,3,Non,15 %,1099,33,M,7119,Divorcé(e),Consulting,Manager,4,80,9,3,2,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,1,2
4,3,3,1,1,3,E_1100,4,Oui,22 %,1100,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7,Oui,0,2,1,4,3,Entrepreunariat,Y,Occasionnel,4,7
1,2,2,3,2,3,E_1101,4,Non,22 %,1101,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,80,14,13,7,Oui,0,4,1,29,4,Transformation Digitale,Y,Frequent,3,8
1,3,1,3,4,2,E_1102,3,Non,16 %,1102,28,M,2207,Divorcé(e),Consulting,Consultant,1,80,4,4,2,Non,1,5,1,15,2,Infra & Cloud,Y,Occasionnel,2,2
1,3,2,4,3,2,E_1103,3,Non,17 %,1103,34,M,7756,Célibataire,Consulting,Manager,0,80,7,6,2,Non,0,1,1,3,1,Infra & Cloud,Y,Frequent,0,4
4,2,2,4,3,3,E_1105,3,Oui,14 %,1105,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,80,8,1,0,Non,3,5,1,10,4,Infra & Cloud,Y,Occasionnel,0,0
4,3,1,4,2,4,E_1106,3,Oui,15 %,1106,25,M,3691,Marié(e),Consulting,Consultant,1,80,7,7,7,Oui,1,3,1,4,1,Entrepreunariat,Y,Occasionnel,5,6
1,3,1,3,3,2,E_1107,4,Non,20 %,1107,26,M,2377,Divorcé(e),Consulting,Consultant,1,80,1,1,1,Oui,1,0,1,21,3,Transformation Digitale,Y,Occasionnel,0,0
1,2,1,2,2,3,E_1108,4,Oui,20 %,1108,33,M,2313,Célibataire,Consulting,Assistant de Direction,4,80,5,2,2,Oui,0,0,1,25,3,Transformation Digitale,Y,Occasionnel,2,2
4,3,4,1,4,3,E_1109,3,Non,17 %,1109,42,M,17665,Marié(e),Consulting,Senior Manager,0,80,23,22,6,Non,1,3,1,2,2,Transformation Digitale,Y,Occasionnel,13,7
1,2,1,2,1,3,E_1111,3,Non,15 %,1111,28,M,2596,Divorcé(e),Consulting,Consultant,1,80,1,1,0,Oui,2,2,1,1,3,Transformation Digitale,Y,Frequent,0,0
4,3,2,3,4,3,E_1113,3,Oui,14 %,1113,50,M,4728,Célibataire,Commercial,Cadre Commercial,3,80,5,0,0,Oui,0,4,1,1,4,Autre,Y,Frequent,0,0
4,3,2,2,3,3,E_1114,3,Non,17 %,1114,33,F,4302,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,Non,1,3,1,7,3,Infra & Cloud,Y,Frequent,0,2
3,2,1,4,4,3,E_1115,3,Non,17 %,1115,34,M,2979,Marié(e),Consulting,Assistant de Direction,3,80,6,0,0,Non,3,2,1,3,4,Infra & Cloud,Y,Aucun,0,0
1,4,4,4,3,2,E_1116,4,Non,22 %,1116,48,M,16885,Célibataire,Consulting,Senior Manager,2,80,27,5,4,Non,0,3,1,1,4,Transformation Digitale,Y,Aucun,2,1
2,2,2,3,4,3,E_1117,3,Non,13 %,1117,45,F,5593,Marié(e),Commercial,Cadre Commercial,1,80,15,15,10,Non,1,2,1,9,4,Infra & Cloud,Y,Aucun,4,12
2,3,3,2,4,3,E_1118,3,Non,19 %,1118,52,M,10445,Célibataire,Consulting,Manager,7,80,18,8,6,Non,0,4,1,7,4,Infra & Cloud,Y,Occasionnel,4,0
3,2,3,3,2,3,E_1119,3,Oui,14 %,1119,38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,Non,2,2,1,10,4,Marketing,Y,Occasionnel,2,7
3,3,1,4,1,3,E_1120,4,Non,22 %,1120,29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,80,11,7,5,Non,1,1,1,28,4,Infra & Cloud,Y,Occasionnel,1,7
4,3,3,2,2,2,E_1121,3,Non,17 %,1121,28,F,7655,Divorcé(e),Consulting,Tech Lead,0,80,10,9,7,Non,3,3,1,3,3,Transformation Digitale,Y,Occasionnel,1,7
1,3,4,3,4,3,E_1124,3,Non,12 %,1124,46,M,17465,Marié(e),Commercial,Senior Manager,3,80,23,12,9,Non,1,3,1,3,1,Marketing,Y,Occasionnel,4,9
4,3,3,2,3,3,E_1125,3,Non,16 %,1125,38,M,7351,Célibataire,Commercial,Cadre Commercial,7,80,10,1,0,Non,0,2,1,2,2,Marketing,Y,Occasionnel,0,0
3,3,3,1,3,3,E_1126,3,Non,11 %,1126,43,F,10820,Marié(e),Consulting,Tech Lead,8,80,18,8,7,Non,1,1,1,27,3,Infra & Cloud,Y,Frequent,0,1
1,3,4,4,4,3,E_1127,3,Non,11 %,1127,39,M,12169,Divorcé(e),Consulting,Manager,7,80,21,18,7,Oui,3,4,1,2,3,Infra & Cloud,Y,Frequent,11,5
3,2,5,3,1,4,E_1128,3,Non,14 %,1128,40,M,19626,Célibataire,Consulting,Directeur Technique,1,80,21,20,7,Non,0,2,1,14,3,Transformation Digitale,Y,Occasionnel,4,9
4,2,1,2,3,4,E_1131,3,Oui,11 %,1131,21,F,2070,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,Non,0,6,1,1,1,Entrepreunariat,Y,Occasionnel,2,2
3,3,2,2,3,2,E_1132,3,Non,15 %,1132,39,M,6782,Célibataire,Consulting,Consultant,9,80,9,5,4,Non,0,2,1,9,3,Infra & Cloud,Y,Aucun,0,3
1,3,2,4,1,3,E_1133,4,Non,20 %,1133,36,M,7779,Célibataire,Consulting,Tech Lead,2,80,18,11,9,Non,0,0,1,18,4,Infra & Cloud,Y,Aucun,0,9
3,4,1,4,1,3,E_1135,3,Non,12 %,1135,31,M,2791,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,Non,1,4,1,20,3,Infra & Cloud,Y,Frequent,2,2
1,2,1,2,1,1,E_1136,3,Non,17 %,1136,28,M,3201,Marié(e),Consulting,Assistant de Direction,0,80,6,5,3,Non,0,2,1,2,1,Infra & Cloud,Y,Occasionnel,0,4
4,3,2,4,4,3,E_1137,3,Non,11 %,1137,35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2,Non,1,3,1,11,2,Marketing,Y,Frequent,0,2
4,2,4,2,2,3,E_1138,3,Non,17 %,1138,49,M,13120,Marié(e),Commercial,Cadre Commercial,6,80,22,9,8,Non,1,3,1,8,4,Entrepreunariat,Y,Occasionnel,2,3
4,3,2,3,4,2,E_1140,3,Non,11 %,1140,34,M,4033,Célibataire,Consulting,Tech Lead,2,80,5,3,2,Non,0,3,1,2,2,Infra & Cloud,Y,Frequent,0,2
4,3,1,2,4,2,E_1143,3,Non,14 %,1143,29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,80,8,7,5,Non,2,2,1,10,3,Infra & Cloud,Y,Frequent,1,1
2,1,2,4,1,3,E_1148,3,Non,19 %,1148,42,M,4272,Célibataire,Consulting,Consultant,4,80,16,1,0,Non,0,3,1,29,3,Transformation Digitale,Y,Occasionnel,0,0
2,2,2,4,3,2,E_1150,3,Oui,15 %,1150,29,M,5056,Marié(e),Consulting,Tech Lead,1,80,10,10,7,Non,1,2,1,8,1,Transformation Digitale,Y,Occasionnel,1,2
3,4,1,3,4,4,E_1152,3,Non,13 %,1152,38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,80,7,7,6,Non,1,2,1,1,3,Ressources Humaines,Y,Occasionnel,5,0
3,2,1,3,4,3,E_1154,3,Oui,14 %,1154,28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,1,Non,1,2,1,6,3,Infra & Cloud,Y,Frequent,0,2
3,3,1,3,4,3,E_1156,3,Non,12 %,1156,18,M,1904,Célibataire,Consulting,Consultant,1,80,0,0,0,Oui,0,0,1,8,1,Transformation Digitale,Y,Aucun,0,0
1,3,2,1,1,3,E_1157,3,Oui,17 %,1157,33,F,8224,Célibataire,Commercial,Cadre Commercial,0,80,6,5,2,Oui,0,3,1,9,4,Marketing,Y,Occasionnel,0,3
2,3,1,4,1,3,E_1158,3,Oui,11 %,1158,41,M,4766,Marié(e),Consulting,Consultant,3,80,6,1,0,Non,1,4,1,12,4,Infra & Cloud,Y,Occasionnel,0,0
3,3,1,3,3,2,E_1160,3,Non,12 %,1160,31,M,2610,Marié(e),Consulting,Consultant,1,80,2,2,2,Oui,1,5,1,15,3,Transformation Digitale,Y,Frequent,2,2
3,2,2,4,3,3,E_1161,3,Non,13 %,1161,37,F,5731,Divorcé(e),Consulting,Manager,7,80,9,6,2,Non,2,2,1,25,2,Transformation Digitale,Y,Occasionnel,1,3
4,2,1,3,3,3,E_1162,3,Non,13 %,1162,27,M,2539,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,1,0,1,6,3,Infra & Cloud,Y,Occasionnel,2,2
2,3,2,3,1,2,E_1163,4,Non,20 %,1163,34,F,5714,Marié(e),Commercial,Cadre Commercial,1,80,6,6,5,Non,0,3,1,9,1,Infra & Cloud,Y,Occasionnel,1,3
3,3,1,3,2,1,E_1164,3,Non,17 %,1164,35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,5,4,Non,0,2,1,8,4,Entrepreunariat,Y,Occasionnel,1,4
4,2,3,1,1,1,E_1165,3,Non,13 %,1165,29,F,7336,Marié(e),Commercial,Cadre Commercial,1,80,11,11,8,Oui,1,3,1,23,1,Infra & Cloud,Y,Occasionnel,3,10
2,3,3,3,3,2,E_1166,3,Non,17 %,1166,40,F,13499,Célibataire,Consulting,Directeur Technique,9,80,20,18,7,Non,0,3,1,9,4,Transformation Digitale,Y,Frequent,2,13
3,3,4,1,2,2,E_1167,3,Oui,12 %,1167,42,M,13758,Célibataire,Commercial,Cadre Commercial,0,80,22,21,9,Oui,0,2,1,12,3,Infra & Cloud,Y,Frequent,13,14
2,3,2,1,4,4,E_1171,3,Non,13 %,1171,42,M,5155,Célibataire,Commercial,Cadre Commercial,7,80,9,6,4,Non,0,3,1,4,4,Marketing,Y,Occasionnel,1,5
4,2,1,3,2,3,E_1172,3,Non,12 %,1172,35,M,2258,Marié(e),Consulting,Consultant,6,80,10,8,0,Non,1,2,1,1,4,Transformation Digitale,Y,Occasionnel,1,7
4,3,1,2,4,3,E_1173,4,Non,22 %,1173,24,M,3597,Célibataire,Consulting,Consultant,8,80,6,4,3,Non,0,2,1,24,3,Transformation Digitale,Y,Occasionnel,1,2
3,3,1,4,4,2,E_1175,3,Oui,11 %,1175,28,F,2515,Marié(e),Consulting,Consultant,1,80,1,1,1,Oui,0,4,1,12,1,Infra & Cloud,Y,Occasionnel,0,0
1,4,1,4,2,3,E_1177,4,Non,22 %,1177,26,M,4420,Marié(e),Consulting,Consultant,1,80,8,8,7,Non,1,2,1,3,4,Transformation Digitale,Y,Occasionnel,0,7
3,2,2,3,1,3,E_1179,3,Non,18 %,1179,30,M,6578,Marié(e),Commercial,Cadre Commercial,1,80,10,10,3,Non,1,3,1,10,3,Marketing,Y,Occasionnel,1,4
3,2,2,4,4,1,E_1180,3,Oui,13 %,1180,40,F,4422,Marié(e),Consulting,Assistant de Direction,3,80,16,1,1,Non,1,3,1,26,2,Transformation Digitale,Y,Frequent,0,0
3,2,3,2,2,4,E_1182,3,Non,18 %,1182,35,M,10274,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7,Non,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,6,4
4,2,2,1,3,3,E_1184,4,Non,20 %,1184,34,M,5343,Célibataire,Consulting,Manager,0,80,14,13,9,Non,0,3,1,1,3,Transformation Digitale,Y,Frequent,4,9
4,2,1,4,2,4,E_1185,3,Non,13 %,1185,35,M,2376,Marié(e),Consulting,Consultant,1,80,2,2,2,Non,1,2,1,4,4,Autre,Y,Frequent,2,2
1,1,2,3,2,2,E_1188,3,Non,13 %,1188,43,F,5346,Célibataire,Commercial,Cadre Commercial,8,80,7,4,3,Oui,0,2,1,9,3,Marketing,Y,Occasionnel,1,3
3,3,1,1,3,3,E_1190,3,Non,12 %,1190,32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,80,1,1,0,Non,3,3,1,2,1,Infra & Cloud,Y,Aucun,0,0
4,3,5,1,4,3,E_1191,3,Non,13 %,1191,56,F,19943,Divorcé(e),Consulting,Senior Manager,4,80,28,5,2,Non,1,2,1,4,4,Entrepreunariat,Y,Occasionnel,4,2
2,3,1,4,1,3,E_1192,3,Non,13 %,1192,29,F,3131,Marié(e),Consulting,Consultant,1,80,10,10,8,Non,1,5,1,6,1,Transformation Digitale,Y,Occasionnel,0,8
3,3,1,1,3,3,E_1193,4,Non,25 %,1193,19,M,2552,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,Non,0,4,1,9,2,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,3,3,2,E_1195,3,Oui,19 %,1195,45,F,4477,Marié(e),Consulting,Assistant de Direction,4,80,7,3,2,Non,1,2,1,7,3,Transformation Digitale,Y,Occasionnel,0,2
4,2,2,4,2,2,E_1196,3,Non,13 %,1196,37,F,6474,Marié(e),Consulting,Tech Lead,1,80,14,14,8,Non,1,2,1,1,3,Infra & Cloud,Y,Occasionnel,3,11
1,2,1,3,1,2,E_1198,3,Non,12 %,1198,20,M,3033,Célibataire,Consulting,Consultant,1,80,2,2,2,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,1,2
3,3,1,3,3,3,E_1200,3,Oui,11 %,1200,44,M,2936,Célibataire,Consulting,Assistant de Direction,1,80,6,6,4,Oui,0,4,1,10,4,Infra & Cloud,Y,Occasionnel,0,2
4,3,5,3,2,3,E_1201,3,Non,18 %,1201,53,F,18606,Divorcé(e),Consulting,Senior Manager,3,80,26,7,7,Non,1,6,1,7,2,Transformation Digitale,Y,Occasionnel,4,7
2,1,1,4,1,2,E_1202,3,Oui,18 %,1202,29,F,2168,Marié(e),Consulting,Assistant de Direction,0,80,6,5,4,Non,1,2,1,15,1,Infra & Cloud,Y,Occasionnel,1,3
3,2,1,4,2,3,E_1203,3,Oui,11 %,1203,22,M,2853,Marié(e),Consulting,Assistant de Direction,0,80,1,0,0,Oui,1,5,1,3,4,Infra & Cloud,Y,Frequent,0,0
3,3,4,1,1,3,E_1204,4,Non,23 %,1204,46,F,17048,Marié(e),Commercial,Senior Manager,8,80,28,26,15,Non,0,2,1,2,3,Marketing,Y,Occasionnel,15,9
4,1,1,3,4,3,E_1206,3,Non,13 %,1206,44,M,2290,Célibataire,Consulting,Assistant de Direction,2,80,6,0,0,Non,0,3,1,17,3,Infra & Cloud,Y,Aucun,0,0
2,3,1,3,4,3,E_1207,3,Non,13 %,1207,33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,80,5,5,4,Non,1,2,1,2,3,Ressources Humaines,Y,Occasionnel,1,4
1,2,1,1,1,1,E_1210,3,Non,17 %,1210,41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,80,5,1,0,Oui,1,2,1,5,2,Infra & Cloud,Y,Aucun,0,0
3,3,2,1,3,3,E_1211,3,Non,19 %,1211,30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,80,8,4,3,Non,3,3,1,29,4,Infra & Cloud,Y,Occasionnel,0,3
2,3,2,2,4,3,E_1212,3,Non,12 %,1212,40,M,4327,Marié(e),Commercial,Cadre Commercial,5,80,5,0,0,Non,3,2,1,2,4,Transformation Digitale,Y,Frequent,0,0
4,3,4,1,3,3,E_1215,4,Non,22 %,1215,50,F,17856,Marié(e),Consulting,Senior Manager,2,80,32,2,2,Non,1,3,1,2,3,Transformation Digitale,Y,Frequent,2,2
4,2,1,1,3,3,E_1216,3,Non,12 %,1216,28,M,3196,Marié(e),Consulting,Consultant,1,80,6,6,5,Non,3,2,1,19,4,Transformation Digitale,Y,Occasionnel,3,3
4,3,5,2,1,3,E_1217,3,Non,11 %,1217,46,M,19081,Marié(e),Consulting,Directeur Technique,5,80,25,4,2,Non,1,2,1,15,2,Infra & Cloud,Y,Occasionnel,0,3
3,3,2,1,4,3,E_1218,3,Oui,15 %,1218,35,M,8966,Marié(e),Commercial,Cadre Commercial,3,80,15,7,7,Non,3,2,1,17,4,Infra & Cloud,Y,Occasionnel,1,7
4,3,1,2,1,1,E_1219,3,Non,13 %,1219,24,F,2210,Marié(e),Consulting,Consultant,1,80,1,1,0,Oui,1,3,1,17,2,Infra & Cloud,Y,Occasionnel,0,0
2,3,2,3,1,2,E_1220,3,Non,12 %,1220,33,F,4539,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,Non,1,3,1,25,3,Transformation Digitale,Y,Frequent,0,1
3,1,1,3,3,3,E_1221,3,Non,14 %,1221,36,M,2741,Divorcé(e),Consulting,Consultant,1,80,7,7,7,Non,1,4,1,6,4,Infra & Cloud,Y,Occasionnel,1,7
3,3,2,3,1,2,E_1224,3,Non,13 %,1224,30,M,3491,Divorcé(e),Consulting,Consultant,1,80,10,10,7,Non,3,4,1,7,4,Infra & Cloud,Y,Occasionnel,8,9
